ip,longitude,latitude,country,region,city,risk
5.101.99.155,4.89998,52.378502,NL,Noord-Holland,Amsterdam,1
218.38.56.83,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
35.140.131.156,-82.76371,28.07807,US,Florida,Palm Harbor,1
184.105.247.199,-121.929488,37.517979,US,California,Fremont,1
192.3.101.140,-78.8788,42.8825,US,New York,Buffalo,1
213.239.205.118,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
218.54.149.67,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
108.62.56.141,-122.329845,47.603909,US,Washington,Seattle,1
108.62.60.253,-122.329845,47.603909,US,Washington,Seattle,1
112.26.45.227,118.49825,31.69568,CN,Anhui,Ma'anshan,1
184.105.247.206,-121.929488,37.517979,US,California,Fremont,1
34.132.240.75,-95.86083,41.26194,US,Iowa,Council Bluffs,1
121.181.190.104,128.59111,35.87028,KR,Daegu-gwangyeoksi,Daegu,1
52.140.216.158,139.6917,35.689506,JP,Tokyo,Tokyo,1
43.159.146.5,-121.95524,37.35411,US,California,Santa Clara,1
95.141.17.107,-0.12574,51.50853,GB,England,London,1
212.109.207.62,37.61556,55.75222,RU,Moskva,Moscow,1
144.76.196.49,13.41053,52.52437,DE,Berlin,Berlin,1
207.118.147.150,-88.152287,41.770964,US,Illinois,Naperville,1
223.197.151.55,114.15769,22.28552,HK,Hong Kong,Hong Kong,1
92.114.75.210,51.42151,35.69439,IR,Tehran,Tehran,1
134.19.179.171,4.89998,52.378502,NL,Noord-Holland,Amsterdam,1
47.108.155.208,104.06667,30.66667,CN,Sichuan,Chengdu,1
95.211.203.106,4.89998,52.378502,NL,Noord-Holland,Amsterdam,1
198.204.249.26,-94.56888,39.14784,US,Missouri,Kansas City,1
201.232.54.48,-75.56359,6.25184,CO,Antioquia,Medellin,1
62.182.85.210,26.99653,49.42161,UA,Khmelnytska oblast,Khmel'nyts'kyy,1
167.99.3.72,-74.01208,40.80427,US,New Jersey,North Bergen,1
74.78.31.240,-68.01586,46.68115,US,Maine,Presque Isle,1
77.246.183.70,2.10028,41.35967,ES,Catalunya,L'Hospitalet de Llobregat,1
104.131.178.207,-74.16376,40.85843,US,New Jersey,Clifton,1
179.234.232.150,-40.2925,-20.32972,BR,Espirito Santo,Vila Velha,1
173.234.227.92,-96.80667,32.78306,US,Texas,Dallas,1
139.59.181.73,-0.12574,51.50853,GB,England,London,1
179.43.134.154,8.55,47.36667,CH,Zurich,Zurich,1
188.143.233.62,30.26417,59.89444,RU,Sankt-Peterburg,Saint Petersburg,1
170.106.83.144,-122.41942,37.77493,US,California,San Francisco,1
43.134.171.185,103.85007,1.28967,SG,Singapore,Singapore,1
93.81.253.205,37.61556,55.75222,RU,Moskva,Moscow,1
189.36.207.174,-38.54306,-3.71722,BR,Ceara,Fortaleza,1
108.62.63.155,-122.329845,47.603909,US,Washington,Seattle,1
163.172.154.99,2.294532,48.858365,FR,Ile-de-France,Paris,1
107.170.244.10,-122.41942,37.77493,US,California,San Francisco,1
151.55.117.0,9.66895,45.69798,IT,Lombardia,Bergamo,1
8.219.100.195,103.85007,1.28967,SG,Singapore,Singapore,1
8.243.126.23,-77.028333,-12.043333,PE,Lima,Lima,1
120.89.90.162,107.07917,-6.99861,ID,Jawa Barat,Cibeber,1
42.81.134.193,117.17667,39.14222,CN,Tianjin,Tianjin,1
112.80.40.6,120.61806,31.31139,CN,Jiangsu,Suzhou,1
46.101.197.40,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
173.208.166.82,-94.56888,39.14784,US,Missouri,Kansas City,1
108.62.56.30,-122.329845,47.603909,US,Washington,Seattle,1
5.167.70.135,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
217.196.96.195,38.77833,55.07944,RU,Moskovskaya oblast',Kolomna,1
23.95.164.237,-117.6601,34.1022,US,California,Upland,1
43.136.170.181,116.39723,39.9075,CN,Beijing,Beijing,1
157.230.62.157,-74.01208,40.80427,US,New Jersey,North Bergen,1
171.80.126.65,112.14479,32.0422,CN,Hubei,Xiangyang,1
122.186.210.254,77.21667,28.66667,IN,Delhi,Delhi,1
216.152.252.158,-114.14688,32.67283,US,Arizona,Wellton,1
154.37.193.194,-3.61588,40.54433,ES,Madrid Comunidad de,San Sebastian de los Reyes,1
114.33.162.126,121.564359,25.038328,TW,Taipei,Taipei,1
46.165.230.5,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
43.157.54.73,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
117.60.125.65,120.61806,31.31139,CN,Jiangsu,Suzhou,1
67.69.76.141,-71.96579,46.81675,CA,Quebec,Sainte-Christine-d'Auvergne,1
23.225.180.201,-118.24357,34.052859,US,California,Los Angeles,1
42.240.129.147,121.469137,31.224332,CN,Shanghai,Shanghai,1
208.113.153.222,-117.88842,33.93022,US,California,Brea,1
60.184.196.10,119.91029,28.46042,CN,Zhejiang,Lishui,1
95.141.17.61,-0.12574,51.50853,GB,England,London,1
130.93.73.45,-2.08888,47.11205,FR,Pays-de-la-Loire,Pornic,1
114.132.77.46,116.39723,39.9075,CN,Beijing,Beijing,1
178.33.38.55,8.0503,50.3836,DE,Hessen,Limburg an der Lahn,1
95.214.63.147,30.26417,59.89444,RU,Sankt-Peterburg,Saint Petersburg,1
108.62.58.154,-122.329845,47.603909,US,Washington,Seattle,1
95.173.184.2,29.0875,37.77417,TR,Denizli,Denizli,1
5.189.140.133,11.57549,48.13743,DE,Bayern,Munich,1
69.30.202.82,-94.56888,39.14784,US,Missouri,Kansas City,1
178.62.88.118,-0.12574,51.50853,GB,England,London,1
86.99.17.120,55.30472,25.25817,AE,Dubayy,Dubai,1
166.216.165.124,-78.353547,39.274833,US,Virginia,Gore,1
95.141.17.58,-0.12574,51.50853,GB,England,London,1
108.62.61.174,-122.329845,47.603909,US,Washington,Seattle,1
118.31.188.49,120.16142,30.29365,CN,Zhejiang,Hangzhou,1
195.88.87.204,11.57549,48.13743,DE,Bayern,Munich,1
182.50.151.65,103.85007,1.28967,SG,Singapore,Singapore,1
5.167.64.27,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
45.128.232.104,-75.07601,38.72095,US,Delaware,Rehoboth Beach,1
141.223.5.11,129.365,36.032222,KR,Gyeongsangbuk-do,Pohang,1
115.210.16.176,120.28866,30.01347,CN,Zhejiang,Jinhua,1
74.249.1.62,-84.361019,33.818502,US,Georgia,Atlanta,1
45.79.152.254,-74.448889,40.821944,US,New Jersey,Cedar Knolls,1
122.116.158.250,121.46719,25.01427,TW,New Taipei,Banqiao,1
210.16.88.140,77.93333,11.38333,IN,Tamil Nadu,Tiruchengode,1
122.165.245.171,80.27847,13.08784,IN,Tamil Nadu,Chennai,1
125.168.46.121,151.20732,-33.86785,AU,New South Wales,Sydney,1
95.38.25.97,51.42151,35.69439,IR,Tehran,Tehran,1
87.193.48.235,6.95,50.93333,DE,Nordrhein-Westfalen,Koeln,1
94.62.201.87,-9.13333,38.71667,PT,Lisboa,Lisbon,1
128.199.248.200,103.85007,1.28967,SG,Singapore,Singapore,1
218.85.202.31,118.58583,24.91389,CN,Fujian,Quanzhou,1
5.167.68.196,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
45.86.66.245,-83.06796,40.29867,US,Ohio,Delaware,1
35.203.211.37,-0.12574,51.50853,GB,England,London,1
125.178.152.112,126.766667,37.083333,KR,Gyeonggi-do,Pyeongtaek,1
195.238.123.141,35.23417,31.77667,IL,Yerushalayim,Old City,1
216.151.138.143,-121.945172,37.412085,US,California,San Jose,1
47.102.141.138,121.469137,31.224332,CN,Shanghai,Shanghai,1
114.184.131.247,140.1,35.6,JP,Chiba,Chiba,1
163.125.165.44,114.0683,22.54554,CN,Guangdong,Shenzhen,1
95.141.17.16,-0.12574,51.50853,GB,England,London,1
5.167.69.26,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
193.8.138.241,4.63683,52.38084,NL,Noord-Holland,Haarlem,1
150.158.91.148,116.39723,39.9075,CN,Beijing,Beijing,1
134.249.116.78,24.02324,49.83826,UA,Lvivska oblast,L'viv,1
216.173.111.173,-77.07637,39.02567,US,Maryland,Kensington,1
27.47.116.249,116.36416,23.52886,CN,Guangdong,Jieyang,1
157.245.9.163,-74.16376,40.85843,US,New Jersey,Clifton,1
18.236.94.102,-122.67621,45.52345,US,Oregon,Portland,1
70.37.50.171,-98.49363,29.42412,US,Texas,San Antonio,1
36.37.140.71,104.91601,11.56245,KH,Phnom Penh,Phnom Penh,1
218.49.184.67,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
121.176.250.155,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
45.55.231.12,-74.16376,40.85843,US,New Jersey,Clifton,1
193.0.88.1,21.01178,52.22977,PL,Mazowieckie,Warsaw,1
183.166.171.133,118.3125,29.71139,CN,Anhui,Huangshan,1
103.3.246.189,105.84117,21.0245,VN,Ha Noi,Hanoi,1
111.16.50.56,118.34278,35.06306,CN,Shandong,Linyi,1
8.210.35.35,114.15769,22.28552,HK,Hong Kong,Hong Kong,1
13.55.79.252,151.20732,-33.86785,AU,New South Wales,Sydney,1
129.226.199.184,103.85007,1.28967,SG,Singapore,Singapore,1
107.170.248.12,-122.41942,37.77493,US,California,San Francisco,1
185.180.143.18,4.34878,50.85045,BE,Brussels Hoofdstedelijk Gewest,Brussels,1
192.241.226.20,-122.41942,37.77493,US,California,San Francisco,1
107.180.120.61,-77.491809,39.039474,US,Virginia,Ashburn,1
158.69.48.204,-73.8659,45.31678,CA,Quebec,Beauharnois,1
181.129.74.186,-75.56359,6.25184,CO,Antioquia,Medellin,1
43.156.71.210,103.85007,1.28967,SG,Singapore,Singapore,1
173.234.227.232,-96.80667,32.78306,US,Texas,Dallas,1
163.172.95.20,2.294532,48.858365,FR,Ile-de-France,Paris,1
212.231.62.156,-5.97613,37.38241,ES,Andalucia,Sevilla,1
93.180.64.135,3.61389,51.5,NL,Zeeland,Middelburg,1
142.93.222.121,77.60329,12.97623,IN,Karnataka,Bengaluru,1
198.204.244.90,-94.56888,39.14784,US,Missouri,Kansas City,1
163.177.9.151,113.26425,23.127361,CN,Guangdong,Guangzhou,1
196.6.103.2,3.39583,6.45306,NG,Lagos,Lagos,1
34.150.229.165,-77.03637,38.89511,US,District of Columbia,Washington,1
216.99.158.179,-117.858225,34.0154,US,California,Walnut,1
216.152.252.41,-114.14688,32.67283,US,Arizona,Wellton,1
178.128.40.163,-0.12574,51.50853,GB,England,London,1
104.131.68.54,-74.16376,40.85843,US,New Jersey,Clifton,1
112.186.67.113,127.016667,37.266667,KR,Gyeonggi-do,Suwon,1
113.140.10.107,108.92861,34.25833,CN,Shaanxi,Xi'an,1
139.59.26.39,77.60329,12.97623,IN,Karnataka,Bengaluru,1
202.166.162.90,74.34361,31.54972,PK,Punjab,Lahore,1
8.143.200.91,116.39723,39.9075,CN,Beijing,Beijing,1
45.119.81.236,106.66667,10.75,VN,Ho Chi Minh,Ho Chi Minh City,1
178.137.16.63,24.02324,49.83826,UA,Lvivska oblast,L'viv,1
81.192.192.208,-6.83255,34.01325,MA,Rabat-Sale-Kenitra,Rabat,1
125.110.151.167,120.66682,27.99942,CN,Zhejiang,Wenzhou,1
120.85.94.182,113.26425,23.127361,CN,Guangdong,Guangzhou,1
50.5.1.46,-84.502154,39.105431,US,Ohio,Cincinnati,1
221.163.114.252,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
97.66.248.179,-87.564769,33.195186,US,Alabama,Tuscaloosa,1
198.154.63.131,-82.312671,34.86742,US,South Carolina,Greenville,1
5.167.69.104,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
111.70.19.247,121.564359,25.038328,TW,Taipei,Taipei,1
45.83.67.46,13.41053,52.52437,DE,Berlin,Berlin,1
76.98.136.198,-75.3399,40.1215,US,Pennsylvania,Norristown,1
113.212.69.119,106.845493,-6.208678,ID,Jakarta Raya,Jakarta,1
113.212.69.211,106.845493,-6.208678,ID,Jakarta Raya,Jakarta,1
118.210.192.40,153.09953,-26.66008,AU,Queensland,Maroochydore,1
162.243.146.16,-122.41942,37.77493,US,California,San Francisco,1
78.176.77.217,30.54333,38.75667,TR,Afyonkarahisar,Afyonkarahisar,1
192.99.19.154,-73.58781,45.50884,CA,Quebec,Montreal,1
200.187.70.39,-46.637398,-23.547436,BR,Sao Paulo,Sao Paulo,1
167.99.220.13,4.89998,52.378502,NL,Noord-Holland,Amsterdam,1
103.189.234.25,103.85007,1.28967,SG,Singapore,Singapore,1
60.93.62.64,139.6917,35.689506,JP,Tokyo,Tokyo,1
139.59.46.79,77.60329,12.97623,IN,Karnataka,Bengaluru,1
42.57.148.220,121.14167,41.10778,CN,Liaoning,Jinzhou,1
216.152.252.168,-114.14688,32.67283,US,Arizona,Wellton,1
194.36.111.59,-74.006065,40.712792,US,New York,New York City,1
116.172.166.52,103.79222,36.05639,CN,Gansu,Lanzhou,1
162.216.150.214,-80.00751,32.88856,US,South Carolina,North Charleston,1
5.167.66.20,44.00205,56.32867,RU,Nizhegorodskaya oblast',Nizhniy Novgorod,1
129.126.119.71,103.85007,1.28967,SG,Singapore,Singapore,1
43.135.172.35,-121.95524,37.35411,US,California,Santa Clara,1
23.90.160.149,4.89998,52.378502,NL,Noord-Holland,Amsterdam,1
201.149.26.51,-99.30111,19.35583,MX,Ciudad de Mexico,Cuajimalpa,1
108.62.62.236,-122.329845,47.603909,US,Washington,Seattle,1
45.127.88.139,72.877377,19.075975,IN,Maharashtra,Mumbai,1
192.241.195.99,-122.41942,37.77493,US,California,San Francisco,1
79.188.137.250,21.01178,52.22977,PL,Mazowieckie,Warsaw,1
108.62.63.127,-122.329845,47.603909,US,Washington,Seattle,1
31.210.39.123,-106.95618,44.79719,US,Wyoming,Sheridan,1
213.195.120.19,-0.87734,41.65606,ES,Aragon,Zaragoza,1
58.246.49.60,121.469137,31.224332,CN,Shanghai,Shanghai,1
112.25.252.204,120.28857,31.56887,CN,Jiangsu,Wuxi,1
185.180.143.77,4.34878,50.85045,BE,Brussels Hoofdstedelijk Gewest,Brussels,1
223.73.208.227,114.0683,22.54554,CN,Guangdong,Shenzhen,1
66.249.65.141,-122.078515,37.405992,US,California,Mountain View,1
50.227.101.179,-122.159916,37.444395,US,California,Palo Alto,1
47.149.248.80,-117.23059,33.93752,US,California,Moreno Valley,1
120.204.196.162,121.469137,31.224332,CN,Shanghai,Shanghai,1
134.209.230.6,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
223.10.63.181,112.56028,37.86944,CN,Shanxi,Taiyuan,1
5.167.67.38,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
80.141.168.230,9.97302,51.98095,DE,Niedersachsen,Netze,1
198.199.108.155,-122.41942,37.77493,US,California,San Francisco,1
5.167.65.128,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
183.240.157.2,113.26425,23.127361,CN,Guangdong,Guangzhou,1
219.85.156.111,121.46719,25.01427,TW,New Taipei,Banqiao,1
43.153.21.104,-121.95524,37.35411,US,California,Santa Clara,1
45.140.147.199,6.19444,52.69583,NL,Drenthe,Meppel,1
178.137.16.7,24.02324,49.83826,UA,Lvivska oblast,L'viv,1
108.62.57.4,-122.329845,47.603909,US,Washington,Seattle,1
162.216.150.14,-80.00751,32.88856,US,South Carolina,North Charleston,1
8.219.70.237,103.85007,1.28967,SG,Singapore,Singapore,1
107.77.161.8,-83.40272,42.70225,US,Michigan,Waterford,1
1.163.239.125,120.96861,24.80361,TW,Hsinchu,Hsinchu,1
59.39.183.34,113.74472,23.04889,CN,Guangdong,Dongguan,1
77.222.191.187,23.27165,69.96887,NO,Troms og Finnmark,Alta,1
8.218.125.120,114.15769,22.28552,HK,Hong Kong,Hong Kong,1
112.113.132.126,99.166667,25.116667,CN,Yunnan,Baoshan,1
198.199.92.67,-122.41942,37.77493,US,California,San Francisco,1
52.18.202.17,-6.26719,53.34399,IE,Dublin,Dublin,1
118.101.36.231,100.266667,5.283333,MY,Pulau Pinang,Bayan Lepas,1
150.95.52.70,139.6917,35.689506,JP,Tokyo,Tokyo,1
101.13.0.103,120.21333,22.99083,TW,Tainan,Tainan,1
167.172.190.187,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
203.88.129.74,72.83333,21.16667,IN,Gujarat,Surat,1
124.223.43.209,116.39723,39.9075,CN,Beijing,Beijing,1
43.156.33.44,103.85007,1.28967,SG,Singapore,Singapore,1
95.0.32.15,34.61792,36.79526,TR,Mersin,Mersin,1
103.147.162.114,91.87167,24.89667,BD,Sylhet,Sylhet,1
108.62.63.157,-122.329845,47.603909,US,Washington,Seattle,1
190.94.144.157,-78.98333,-2.88333,EC,Azuay,Cuenca,1
92.63.196.134,4.34878,50.85045,BE,Brussels Hoofdstedelijk Gewest,Brussels,1
165.22.242.64,103.85007,1.28967,SG,Singapore,Singapore,1
57.128.45.113,3.17456,50.69421,FR,Hauts-de-France,Roubaix,1
66.249.85.6,-122.078515,37.405992,US,California,Mountain View,1
103.53.0.178,106.845493,-6.208678,ID,Jakarta Raya,Jakarta,1
175.202.120.38,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
188.143.233.61,30.26417,59.89444,RU,Sankt-Peterburg,Saint Petersburg,1
173.234.225.181,-96.80667,32.78306,US,Texas,Dallas,1
119.91.147.184,116.39723,39.9075,CN,Beijing,Beijing,1
167.248.133.151,-83.719897,42.259863,US,Michigan,Ann Arbor,1
85.214.108.223,13.41053,52.52437,DE,Berlin,Berlin,1
212.110.20.141,9.18951,45.46427,IT,Lombardia,Milan,1
216.152.249.28,-114.14688,32.67283,US,Arizona,Wellton,1
5.167.65.139,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
5.167.70.209,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
38.70.16.188,-77.10428,38.88101,US,Virginia,Arlington,1
128.14.141.38,-118.24357,34.052859,US,California,Los Angeles,1
82.221.99.234,-21.89541,64.13548,IS,Hofudborgarsvaedi,Reykjavik,1
198.199.101.175,-122.41942,37.77493,US,California,San Francisco,1
45.227.255.189,-79.51973,8.9936,PA,Panama,Panama,1
216.244.65.4,-122.31096,47.62062,US,Washington,Seattle,1
223.94.129.72,121.35,28.666667,CN,Zhejiang,Taizhou,1
23.251.102.77,-96.80667,32.78306,US,Texas,Dallas,1
189.142.63.190,-99.08333,20.23333,MX,Hidalgo,Tepatepec,1
66.45.255.91,-74.062078,40.790013,US,New Jersey,Secaucus,1
165.227.31.29,-121.95524,37.35411,US,California,Santa Clara,1
107.170.242.10,-122.41942,37.77493,US,California,San Francisco,1
203.229.159.166,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
42.5.97.228,123.17306,41.27194,CN,Liaoning,Liaoyang,1
207.46.13.167,-119.85255,47.2343,US,Washington,Quincy,1
68.183.181.149,103.85007,1.28967,SG,Singapore,Singapore,1
46.64.171.68,-0.4137,51.40606,GB,England,Sunbury-on-Thames,1
35.224.184.224,-95.86083,41.26194,US,Iowa,Council Bluffs,1
71.31.232.156,-92.420533,34.788014,US,Arkansas,Little Rock,1
108.62.56.204,-122.329845,47.603909,US,Washington,Seattle,1
8.213.129.130,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
118.69.174.70,106.66667,10.75,VN,Ho Chi Minh,Ho Chi Minh City,1
162.216.149.36,-80.00751,32.88856,US,South Carolina,North Charleston,1
2.139.69.101,-16.726,28.12271,ES,Canarias,Adeje,1
8.219.240.200,103.85007,1.28967,SG,Singapore,Singapore,1
60.184.111.212,119.91029,28.46042,CN,Zhejiang,Lishui,1
117.221.67.50,77.60329,12.97623,IN,Karnataka,Bengaluru,1
14.177.75.6,105.84117,21.0245,VN,Ha Noi,Hanoi,1
50.254.136.133,-74.91168,39.94782,US,New Jersey,Mount Laurel,1
162.243.147.14,-122.41942,37.77493,US,California,San Francisco,1
175.198.238.224,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
14.48.149.132,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
65.61.221.151,-123.010612,49.251563,CA,British Columbia,Burnaby,1
216.152.252.162,-114.14688,32.67283,US,Arizona,Wellton,1
152.230.22.70,-70.56656,-33.42628,CL,Region Metropolitana de Santiago,Santiago,1
185.215.113.48,55.45,-4.61667,SC,English River,Victoria,1
151.50.86.151,17.3339,40.70313,IT,Puglia,Martina Franca,1
20.169.113.116,-112.07404,33.44838,US,Arizona,Phoenix,1
104.236.4.161,-74.16376,40.85843,US,New Jersey,Clifton,1
208.113.223.186,-117.88842,33.93022,US,California,Brea,1
116.179.37.182,113.56333,37.8575,CN,Shanxi,Yangquan,1
149.102.233.179,-73.58781,45.50884,CA,Quebec,Montreal,1
211.244.45.196,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
125.229.68.24,121.564359,25.038328,TW,Taipei,Taipei,1
173.234.227.5,-96.80667,32.78306,US,Texas,Dallas,1
165.22.35.80,-74.16376,40.85843,US,New Jersey,Clifton,1
46.165.203.33,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
118.193.44.153,114.15769,22.28552,HK,Hong Kong,Hong Kong,1
161.35.16.90,8.681996,50.11088,DE,Hessen,Frankfurt am Main,1
159.203.81.93,-74.16376,40.85843,US,New Jersey,Clifton,1
114.99.1.37,117.05056,30.50917,CN,Anhui,Anqing,1
216.152.249.142,-114.14688,32.67283,US,Arizona,Wellton,1
103.203.224.181,77.03333,28.46667,IN,Haryana,Gurgaon,1
82.209.154.12,14.15618,57.78145,SE,Jonkopings lan,Jonkoping,1
194.187.179.62,13.41053,52.52437,DE,Berlin,Berlin,1
196.249.254.126,13.23432,-8.83682,AO,Luanda,Luanda,1
188.130.7.221,2.44322,48.86415,FR,Ile-de-France,Montreuil,1
45.61.125.103,-73.990092,40.731323,US,New York,New York City,1
113.212.69.16,106.845493,-6.208678,ID,Jakarta Raya,Jakarta,1
128.90.163.43,10.74609,59.91273,NO,Oslo,Oslo,1
81.17.60.153,-0.12574,51.50853,GB,England,London,1
213.32.252.237,44.01062,36.19257,IQ,Arbil,Erbil,1
122.166.149.171,77.60329,12.97623,IN,Karnataka,Bengaluru,1
108.62.56.4,-122.329845,47.603909,US,Washington,Seattle,1
216.152.252.34,-114.14688,32.67283,US,Arizona,Wellton,1
78.196.138.44,2.11679,43.5553,FR,Occitanie,Soual,1
184.105.247.236,-121.929488,37.517979,US,California,Fremont,1
91.206.183.148,-0.71986,51.52279,GB,England,Maidenhead,1
103.196.232.38,90.40744,23.7104,BD,Dhaka,Dhaka,1
108.62.63.45,-122.329845,47.603909,US,Washington,Seattle,1
8.222.255.233,103.85007,1.28967,SG,Singapore,Singapore,1
192.241.244.232,-74.000765,40.739668,US,New York,New York City,1
43.155.95.31,114.15769,22.28552,HK,Hong Kong,Hong Kong,1
172.70.110.19,-74.173605,40.732119,US,New Jersey,Newark,1
143.198.224.52,-121.95524,37.35411,US,California,Santa Clara,1
216.151.137.150,-121.945172,37.412085,US,California,San Jose,1
5.167.71.113,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
192.241.210.23,-122.41942,37.77493,US,California,San Francisco,1
66.111.57.50,-90.119719,32.465802,US,Mississippi,Madison,1
216.151.130.241,-121.945172,37.412085,US,California,San Jose,1
5.167.71.85,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
175.31.228.193,125.32278,43.88,CN,Jilin,Changchun,1
176.65.145.134,8.18715,49.11073,DE,Rheinland-Pfalz,Erlenbach,1
217.182.81.8,3.17456,50.69421,FR,Hauts-de-France,Roubaix,1
60.18.66.228,123.92333,41.85583,CN,Liaoning,Fushun,1
182.54.239.63,139.6917,35.689506,JP,Tokyo,Tokyo,1
18.130.39.226,-0.12574,51.50853,GB,England,London,1
112.64.45.138,121.469137,31.224332,CN,Shanghai,Shanghai,1
107.204.9.145,-106.48693,31.75872,US,Texas,El Paso,1
114.226.16.236,119.96667,31.78333,CN,Jiangsu,Changzhou,1
119.130.114.154,113.26425,23.127361,CN,Guangdong,Guangzhou,1
204.195.72.196,-122.03107,37.97798,US,California,Concord,1
104.250.52.57,103.85007,1.28967,SG,Singapore,Singapore,1
107.170.251.16,-122.41942,37.77493,US,California,San Francisco,1
138.219.236.4,-51.23,-30.03306,BR,Rio Grande do Sul,Porto Alegre,1
47.97.222.162,120.16142,30.29365,CN,Zhejiang,Hangzhou,1
5.167.68.52,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
185.81.68.110,37.61556,55.75222,RU,Moskva,Moscow,1
8.243.126.30,-77.028333,-12.043333,PE,Lima,Lima,1
31.163.184.92,62.35,56.28333,RU,Kurganskaya oblast',Sinara,1
118.219.254.105,126.977947,37.566309,KR,Seoul-teukbyeolsi,Seoul,1
122.100.188.50,113.54611,22.20056,MO,Macao,Macau,1
45.230.251.204,-71.535,-16.39889,PE,Arequipa,Arequipa,1
103.187.191.164,72.877377,19.075975,IN,Maharashtra,Mumbai,1
138.121.245.184,-46.637398,-23.547436,BR,Sao Paulo,Sao Paulo,1
23.94.251.50,-117.58128,34.09914,US,California,Rancho Cucamonga,1
79.175.23.56,37.9,59.13333,RU,Vologodskaya oblast',Cherepovets,1
121.183.93.202,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
112.182.67.206,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
113.209.197.236,116.39723,39.9075,CN,Beijing,Beijing,1
128.1.91.92,-118.24357,34.052859,US,California,Los Angeles,1
80.82.64.127,4.29861,52.07667,NL,Zuid-Holland,The Hague,1
177.207.23.139,-38.51083,-12.97111,BR,Bahia,Salvador,1
198.71.60.89,-75.19993,39.96244,US,Pennsylvania,Philadelphia,1
5.167.66.198,44.00205,56.32867,RU,Nizhegorodskaya oblast',Nizhniy Novgorod,1
183.6.8.52,113.26425,23.127361,CN,Guangdong,Guangzhou,1
12.231.109.141,-89.64371,39.80172,US,Illinois,Springfield,1
70.71.236.58,-122.58589,49.08297,CA,British Columbia,Langley,1
107.180.120.45,-77.491809,39.039474,US,Virginia,Ashburn,1
5.167.68.5,47.25194,56.13222,RU,Chuvashskaya Respublika,Cheboksary,1
47.254.120.250,-122.330592,37.547426,US,California,San Mateo,1
124.223.102.123,116.39723,39.9075,CN,Beijing,Beijing,1
72.37.199.41,-74.207151,40.77162,US,New Jersey,East Orange,1
114.34.50.34,121.564359,25.038328,TW,Taipei,Taipei,1
39.105.199.46,116.39723,39.9075,CN,Beijing,Beijing,1
198.204.227.58,-94.56888,39.14784,US,Missouri,Kansas City,1
113.237.6.109,122.22833,40.66482,CN,Liaoning,Yingkou,1
192.251.226.5,8.545701,52.007085,DE,Nordrhein-Westfalen,Bielefeld,1
5.135.173.122,3.17456,50.69421,FR,Hauts-de-France,Roubaix,1
34.89.81.11,-0.12574,51.50853,GB,England,London,1
194.187.176.10,13.41053,52.52437,DE,Berlin,Berlin,1
92.204.212.36,7.74296,48.58342,FR,Grand-Est,Strasbourg,1
103.199.110.42,90.01751,25.01881,BD,Dhaka,Sherpur,1
106.186.112.160,139.6917,35.689506,JP,Tokyo,Tokyo,1
222.96.155.188,127.126665,37.420125,KR,Gyeonggi-do,Seongnam,1
139.198.17.181,116.39723,39.9075,CN,Beijing,Beijing,1
139.99.61.204,103.85007,1.28967,SG,Singapore,Singapore,1
103.149.192.18,103.85007,1.28967,SG,Singapore,Singapore,1
222.71.173.43,121.469137,31.224332,CN,Shanghai,Shanghai,1
5.135.72.184,3.17456,50.69421,FR,Hauts-de-France,Roubaix,1
108.62.60.78,-122.329845,47.603909,US,Washington,Seattle,1
